"seed_ID","study_ID","year","long_cite","Study_type_.OR.R.","FYI...inclusion.notes","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","lang_used","infant_type","mean_age","stimulus_type_.M.A.","coding_type_.A.L.H.R.","p_ex","p_inc","p_t","p_ratio","data_approximated_.Y.N.","notes","ES_measure","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SE_1","SD_2","SE_2","t","binomial_two.tailed_test","F","reported_d","excel_calculated_d","diff_means"
"HTScram","1-HTScram",1999,"Easterbrook, M. A., Kisilevsky, B. S., Hains, S. M. J., & Muir, D. W. (1999). Faceness or complexity: Evidence from newborn visual tracking of facelike stimuli. Infant Behavior & Development, 22(1), 17–35. http://doi.org/10.1016/S0163-6383(99)80003-9","R","","Y",NA,"2","Blank","1HTS2","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",1.8,"M","H",1,23,24,0.9583333333,"Y","","sd_mean_diff","face","blank",23,NA,NA,NA,64.41,29.76,16.73745202,3.49,22.30061658,4.65,NA,NA,NA,NA,2.207679551,34.65
"HTScram","1-HTScram",1999,"Easterbrook, M. A., Kisilevsky, B. S., Hains, S. M. J., & Muir, D. W. (1999). Faceness or complexity: Evidence from newborn visual tracking of facelike stimuli. Infant Behavior & Development, 22(1), 17–35. http://doi.org/10.1016/S0163-6383(99)80003-9","R","","Y",NA,"3","Severe","1HTS3","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",1.02,"M","H",6,10,16,0.625,"Y","","sd_mean_diff","face","severe",16,NA,NA,NA,32.35,35.59,14.2,3.55,14.8,3.7,NA,NA,NA,NA,-0.2446781685,-3.24
"HTScram","1-HTScram",1999,"Easterbrook, M. A., Kisilevsky, B. S., Hains, S. M. J., & Muir, D. W. (1999). Faceness or complexity: Evidence from newborn visual tracking of facelike stimuli. Infant Behavior & Development, 22(1), 17–35. http://doi.org/10.1016/S0163-6383(99)80003-10","R","","Y",NA,"3","Mouth","1HTS3","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",1.02,"M","H",6,10,16,0.625,"Y","","sd_mean_diff","face","mouth",16,NA,NA,NA,32.35,20.46,14.2,3.55,13.6,3.4,NA,NA,NA,NA,0.8925040661,11.89
"HTScram","1-HTScram",1999,"Easterbrook, M. A., Kisilevsky, B. S., Hains, S. M. J., & Muir, D. W. (1999). Faceness or complexity: Evidence from newborn visual tracking of facelike stimuli. Infant Behavior & Development, 22(1), 17–35. http://doi.org/10.1016/S0163-6383(99)80003-10","R","","Y",NA,"4","paireyes","1HTS4","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",1.125,"M","H",2,16,18,0.8888888889,"Y","different presentation design","sd_mean_diff","face","paireyes",16,NA,NA,NA,55.63,47.33,18.64,4.66,19.12,4.78,NA,NA,NA,NA,0.4769125809,8.3
"HTScram","1-HTScram",1999,"Easterbrook, M. A., Kisilevsky, B. S., Hains, S. M. J., & Muir, D. W. (1999). Faceness or complexity: Evidence from newborn visual tracking of facelike stimuli. Infant Behavior & Development, 22(1), 17–35. http://doi.org/10.1016/S0163-6383(99)80003-11","R","","Y",NA,"4","singleye","1HTS4","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",1.125,"M","H",2,16,18,0.8888888889,"Y","different presentation design","sd_mean_diff","face","singleeye",16,NA,NA,NA,55.63,44.63,18.64,4.66,28.4,7.1,NA,NA,NA,NA,0.6629345443,11
"HTScram","1-HTScram",1999,"Easterbrook, M. A., Kisilevsky, B. S., Hains, S. M. J., & Muir, D. W. (1999). Faceness or complexity: Evidence from newborn visual tracking of facelike stimuli. Infant Behavior & Development, 22(1), 17–35. http://doi.org/10.1016/S0163-6383(99)80003-12","R","","Y",NA,"4","mouth","1HTS4","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",1.125,"M","H",2,16,18,0.8888888889,"Y","different presentation design","sd_mean_diff","face","mouth",16,NA,NA,NA,55.63,38.99,18.64,4.66,19.16,4.79,NA,NA,NA,NA,0.9562746203,16.64
"HTScram","2-HTScram",1999,"Easterbrook, M. A., Kisilevsky, B. S., Muir, D. W., & Laplante, D. P. (1999). Newborns discriminate schematic faces from scrambled faces. Canadian Journal of Experimental Psychology-Revue Canadienne De Psychologie Experimentale, 53(3), 231–241. http://doi.org/10.1037/h0087312","R","xp 1 ; xp 2 : xp3 excluded (looking time and not head turn)","Y",NA,"1","Scrambled","2HTS1","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",1.91,"M","H",1,9,10,0.9,"N","","sd_mean_diff","face","scrambled",9,NA,NA,NA,60.56,65,26.37,8.79,16.38,5.46,NA,NA,NA,NA,-0.1830556353,-4.44
"HTScram","2-HTScram",1999,"Easterbrook, M. A., Kisilevsky, B. S., Muir, D. W., & Laplante, D. P. (1999). Newborns discriminate schematic faces from scrambled faces. Canadian Journal of Experimental Psychology-Revue Canadienne De Psychologie Experimentale, 53(3), 231–241. http://doi.org/10.1037/h0087313","R","","Y",NA,"1","blank","2HTS1","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",1.91,"M","H",1,9,10,0.9,"N","","sd_mean_diff","face","blank",9,NA,NA,NA,60.56,33.61,26.37,8.79,36.42,12.14,NA,NA,NA,NA,1.242142309,26.95
"HTScram","2-HTScram",1999,"Easterbrook, M. A., Kisilevsky, B. S., Muir, D. W., & Laplante, D. P. (1999). Newborns discriminate schematic faces from scrambled faces. Canadian Journal of Experimental Psychology-Revue Canadienne De Psychologie Experimentale, 53(3), 231–241. http://doi.org/10.1037/h0087314","R","","Y",NA,"2","scrambled","2HTS2","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",1.25,"M","H",3,10,13,0.7692307692,"N","different presentation design","sd_mean_diff","face","scrambled",10,NA,NA,NA,38.25,36.79,14.51485446,4.59,15.43191498,4.88,NA,NA,NA,NA,0.1133868152,1.46
"HTScram","2-HTScram",1999,"Easterbrook, M. A., Kisilevsky, B. S., Muir, D. W., & Laplante, D. P. (1999). Newborns discriminate schematic faces from scrambled faces. Canadian Journal of Experimental Psychology-Revue Canadienne De Psychologie Experimentale, 53(3), 231–241. http://doi.org/10.1037/h0087315","R","","Y",NA,"2","blank","2HTS2","behavior","test_only","HT","head_following (degrees)","within_two","","","typical",1.25,"M","H",3,10,13,0.7692307692,"N","different presentation design","sd_mean_diff","face","blank",10,NA,NA,NA,38.25,8.33,14.51485446,4.59,10.78336682,3.41,NA,NA,NA,NA,2.242694571,29.92
"samInfS","s/0 - InfS",2008,"Xu, F., & Garcia, V. (2008). Intuitive statistics by 8-month-old infants. Proceedings of the National Academy of Sciences, 105(13), 5012–5015. http://doi.org/10.1073/pnas.0704450105","OR","s > p : xp 1, xp 2 ; p > s : xp 4, xp 5 ; not xp 3, not xp 6 (is a control with sample not drawn from population) ; ","Y",NA,"1","","","eye-tracking","familiarization","VOE","looking_time","within_two","","","typical",243.52,"M","H",NA,20,NA,NA,"Y","","sd_mean_diff","unexpected","expected",20,NA,NA,NA,9.9,7.5,3.980201,0.89,3.801315562,0.85,NA,NA,9.422,NA,0.634055901,2.4
"samInfS","s/0 - InfS",2008,"Xu, F., & Garcia, V. (2008). Intuitive statistics by 8-month-old infants. Proceedings of the National Academy of Sciences, 105(13), 5012–5015. http://doi.org/10.1073/pnas.0704450106","R","","Y",NA,"2","","","eye-tracking","familiarization","VOE","looking_time","within_two","","","typical",243.52,"M","H",NA,20,NA,NA,"Y","","sd_mean_diff","unexpected","expected",20,NA,NA,NA,7.6,5.9,2.638560213,0.59,3.130495168,0.7,NA,NA,5.956,NA,0.6869654198,1.7
"samInfS","s/3 - InfS",2009,"Xu, F., & Denison, S. (2009). Statistical inference and sensitivity to sampling in 11-month-old infants. Cognition, 112(1), 97–104. http://doi.org/10.1016/j.cognition.2009.04.006","R","s > p ; xp 1 Only keep the random sampling condition","Y",NA,"1","random condition","","eye-tracking","familiarization","VOE","looking_time","within_two","","","typical",335.84,"A","L",5,24,29,0.8275862069,"N","","sd_mean_diff","unexpected","expected",24,NA,NA,NA,10.3,8.7,7,1.16,8.7,1.28,NA,NA,4.329,NA,0.241746506,1.6
"popInfS","p/0 - InfS",2008,"Xu, F., & Garcia, V. (2008). Intuitive statistics by 8-month-old infants. Proceedings of the National Academy of Sciences, 105(13), 5012–5015. http://doi.org/10.1073/pnas.0704450107","OR","","Y",NA,"4","","","eye-tracking","familiarization","VOE","looking_time","within_two","","","typical",243.52,"M","H",NA,20,NA,NA,"Y","","sd_mean_diff","unexpected","expected",20,NA,NA,NA,11.1,8.1,5.500727225,1.23,5.00879227,1.12,NA,NA,4.856,NA,0.5721743112,3
"popInfS","p/0 - InfS",2008,"Xu, F., & Garcia, V. (2008). Intuitive statistics by 8-month-old infants. Proceedings of the National Academy of Sciences, 105(13), 5012–5015. http://doi.org/10.1073/pnas.0704450108","R","","Y",NA,"5","","","eye-tracking","familiarization","VOE","looking_time","within_two","","","typical",243.52,"M","H",NA,20,NA,NA,"Y","","sd_mean_diff","unexpected","expected",20,NA,NA,NA,7.8,5.6,3.219937888,0.72,2.862167011,0.64,NA,NA,4.706,NA,0.7160390104,2.2
"popInfS","p/1 - InfS",2013,"Denison, S., Reed, C., & Xu, F. (2013). The Emergence of Probabilistic Reasoning in Very Young Infants: Evidence From 4.5- and 6-Month-Olds. Developmental Psychology, 49(2), 243–249. http://doi.org/10.1037/a0028278","R","p > s : xp 1","Y",NA,"1","4 mo","","eye-tracking","familiarization","VOE","looking_time","within_two","","","typical",136.76,"M","L",4,16,20,0.8,"N","","sd_mean_diff","unexpected","expected",16,NA,NA,NA,6.05,7.45,3.14,NA,5.18,NA,1.19,NA,NA,NA,0.4345265623,-1.4
"popInfS","p/1 - InfS",2013,"Denison, S., Reed, C., & Xu, F. (2013). The Emergence of Probabilistic Reasoning in Very Young Infants: Evidence From 4.5- and 6-Month-Olds. Developmental Psychology, 49(2), 243–249. http://doi.org/10.1037/a0028279","R","","Y",NA,"1","6 mo","","eye-tracking","familiarization","VOE","looking_time","within_two","","","typical",186.64,"M","L",6,16,22,0.7272727273,"N","","sd_mean_diff","unexpected","expected",16,NA,NA,NA,8.63,5.96,5.05,NA,2.81,NA,2.67,NA,NA,NA,0.9749461524,2.67
"popInfS","p/2 - InfS",2013,"Lawson, C. A., & Rakison, D. H. (2013). Expectations About Single Event Probabilities in the First Year of Life: The Influence of Perceptual and Statistical Information. Infancy, 18(6), 961–982. http://doi.org/10.1111/infa.12014","R","p > s : xp 1, xp 2 ; xp 3. Note there is a control condition for perceptual cues. Ratio varies accross experiments","Y",NA,"1","8 mo","","eye-tracking","familiarization","VOE","looking_time","within_two","","","typical",264.52,"A","L",9,32,41,0.7804878049,"Y","","sd_mean_diff","unexpected","expected",16,NA,NA,NA,5.88,7.03,3.08,0.77,2.52,0.63,NA,NA,NA,NA,-0.3945256589,-1.15
"popInfS","p/2 - InfS",2013,"Lawson, C. A., & Rakison, D. H. (2013). Expectations About Single Event Probabilities in the First Year of Life: The Influence of Perceptual and Statistical Information. Infancy, 18(6), 961–982. http://doi.org/10.1111/infa.12015","R","","Y",NA,"1","12 mo","","eye-tracking","familiarization","VOE","looking_time","within_two","","","typical",372.28,"A","L",9,32,41,0.7804878049,"Y","","sd_mean_diff","unexpected","expected",16,NA,NA,NA,8.34,6.46,6.08,1.52,2.88,0.72,NA,NA,NA,NA,0.3217668927,1.88
"popInfS","p/2 - InfS",2013,"Lawson, C. A., & Rakison, D. H. (2013). Expectations About Single Event Probabilities in the First Year of Life: The Influence of Perceptual and Statistical Information. Infancy, 18(6), 961–982. http://doi.org/10.1111/infa.12015","R","","Y",NA,"2","8 mo","","eye-tracking","familiarization","VOE","looking_time","within_two","","","typical",254.52,"A","L",10,32,42,0.7619047619,"Y","","sd_mean_diff","unexpected","expected",16,NA,NA,NA,5.34,6.84,4.8,1.2,2.76,0.69,NA,NA,NA,NA,-0.3263654731,-1.5
"popInfS","p/2 - InfS",2013,"Lawson, C. A., & Rakison, D. H. (2013). Expectations About Single Event Probabilities in the First Year of Life: The Influence of Perceptual and Statistical Information. Infancy, 18(6), 961–982. http://doi.org/10.1111/infa.12016","R","","Y",NA,"2","12 mo","","eye-tracking","familiarization","VOE","looking_time","within_two","","","typical",376.28,"A","L",10,32,42,0.7619047619,"Y","","sd_mean_diff","unexpected","expected",16,NA,NA,NA,8.18,7.08,4.8,1.2,2.92,0.73,NA,NA,NA,NA,0.2396571039,1.1
"popInfS","p/2 - InfS",2013,"Lawson, C. A., & Rakison, D. H. (2013). Expectations About Single Event Probabilities in the First Year of Life: The Influence of Perceptual and Statistical Information. Infancy, 18(6), 961–982. http://doi.org/10.1111/infa.12016","R","","Y",NA,"3","8 mo","","eye-tracking","familiarization","VOE","looking_time","within_two","","","typical",260.52,"A","L",9,32,41,0.7804878049,"Y","","sd_mean_diff","unexpected","expected",16,NA,NA,NA,6.94,6.96,4.64,1.16,4.88,1.22,NA,NA,NA,NA,-0.004625517111,-0.02
"popInfS","p/2 - InfS",2013,"Lawson, C. A., & Rakison, D. H. (2013). Expectations About Single Event Probabilities in the First Year of Life: The Influence of Perceptual and Statistical Information. Infancy, 18(6), 961–982. http://doi.org/10.1111/infa.12017","R","","Y",NA,"3","12 mo","","eye-tracking","familiarization","VOE","looking_time","within_two","","","typical",374.28,"A","L",9,32,41,0.7804878049,"Y","","sd_mean_diff","unexpected","expected",16,NA,NA,NA,6.62,6.05,5.2,1.3,4.52,1.13,NA,NA,NA,NA,0.116173974,0.57
"VisStats","0 - VisStats",2002,"Kirkham, N. Z., Slemmer, J. A., & Johnson, S. P. (2002). Visual statistical learning in infancy: evidence for a domain general learning mechanism. Cognition, 83(2), B35–42.","OR","xp 1 ","Y",NA,"1","2 mo","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",64.9,"A","L",9,48,57,0.8421052632,"Y","no statistics because unlabeled chart","sd_mean_diff","novel","familiar",16,NA,NA,NA,32.95,23.79,22.96382923,NA,16.12162852,NA,NA,NA,4.3,NA,0.7571877794,9.16
"VisStats","0 - VisStats",2002,"Kirkham, N. Z., Slemmer, J. A., & Johnson, S. P. (2002). Visual statistical learning in infancy: evidence for a domain general learning mechanism. Cognition, 83(2), B35–42.","OR","","Y",NA,"1","5 mo","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",151.6,"A","L",9,48,57,0.8421052632,"Y","no statistics because unlabeled chart","sd_mean_diff","novel","familiar",16,NA,NA,NA,11.48,8.08,5.118543901,NA,3.393484382,NA,NA,NA,7,NA,0.9660917831,3.4
"VisStats","0 - VisStats",2002,"Kirkham, N. Z., Slemmer, J. A., & Johnson, S. P. (2002). Visual statistical learning in infancy: evidence for a domain general learning mechanism. Cognition, 83(2), B35–42.","OR","","Y",NA,"1","8 mo","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",240.9,"A","L",9,48,57,0.8421052632,"Y","no statistics because unlabeled chart","sd_mean_diff","novel","familiar",16,NA,NA,NA,9.35,6.15,5.821303262,NA,5.348604803,NA,NA,NA,4.14,NA,0.7429670248,3.2
"VisStats","4 - VisStats",2007,"Saffran, J. R., Pollak, S. D., Seibel, R. L., & Shkolnik, A. (2007). Dog is a dog is a dog: Infant rule learning is not specific to language. Cognition, 105(3), 669–680. http://doi.org/10.1016/j.cognition.2006.11.004","R","xp 1 ; xp 2 ; but note : sets of three and not looming shapes but triads of pictures of dogs and cats","Y",NA,"1","","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",222.212,"A","L",4,16,20,0.8,"N","","sd_mean_diff","novel","familiar",16,NA,NA,NA,7.51,5.21,3.44,0.86,2.16,0.54,3.25,NA,NA,NA,0.6997899622,2.3
"VisStats","4 - VisStats",2007,"Saffran, J. R., Pollak, S. D., Seibel, R. L., & Shkolnik, A. (2007). Dog is a dog is a dog: Infant rule learning is not specific to language. Cognition, 105(3), 669–680. http://doi.org/10.1016/j.cognition.2006.11.004","R","","Y",NA,"2","","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",219.168,"A","L",4,16,20,0.8,"N","","sd_mean_diff","novel","familiar",16,NA,NA,NA,6.27,3.79,2.72,0.68,1.04,0.26,4.8,NA,NA,NA,0.9462892164,2.48
"VisStats","2- VisStats",2009,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. (2009). Abstract Rule Learning for Visual Sequences in 8-and 11-Month-Olds. Infancy, 14(1), 2–18. http://doi.org/10.1080/15250000802569611","R","xp 1A ; 1B ; 2A ; 2B ; 3 but note that here, sequences are sets of 3 and comparisons are between different sets","Y",NA,"1A","8 mo","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",245,"A","L",5,80,85,0.9411764706,"N","","sd_mean_diff","novel","familiar",20,NA,NA,NA,12.25,13.95,2.25,NA,3.05,NA,NA,NA,NA,NA,-0.8156268545,-1.7
"VisStats","2- VisStats",2009,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. (2009). Abstract Rule Learning for Visual Sequences in 8-and 11-Month-Olds. Infancy, 14(1), 2–18. http://doi.org/10.1080/15250000802569611","R","","Y",NA,"1A","11 mo","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",336,"A","L",7,80,87,0.9195402299,"N","","sd_mean_diff","novel","familiar",20,NA,NA,NA,15.65,12.09,1.95,NA,1.8,NA,NA,NA,NA,NA,1.916535415,3.56
"VisStats","2- VisStats",2009,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. (2009). Abstract Rule Learning for Visual Sequences in 8-and 11-Month-Olds. Infancy, 14(1), 2–18. http://doi.org/10.1080/15250000802569611","R","","Y",NA,"1B","8 mo","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",247.4,"A","L",5,80,85,0.9411764706,"N","","sd_mean_diff","novel","familiar",20,NA,NA,NA,16.78,8.7,2.38,NA,1.06,NA,NA,NA,NA,NA,3.501479231,8.08
"VisStats","2- VisStats",2009,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. (2009). Abstract Rule Learning for Visual Sequences in 8-and 11-Month-Olds. Infancy, 14(1), 2–18. http://doi.org/10.1080/15250000802569611","R","","Y",NA,"2A","8 mo","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",237.6,"A","L",5,80,85,0.9411764706,"N","","sd_mean_diff","novel","familiar",20,NA,NA,NA,9.75,9.04,1.29,NA,1.07,NA,NA,NA,NA,NA,0.5751958457,0.71
"VisStats","2- VisStats",2009,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. (2009). Abstract Rule Learning for Visual Sequences in 8-and 11-Month-Olds. Infancy, 14(1), 2–18. http://doi.org/10.1080/15250000802569611","R","","Y",NA,"2A","11 mo","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",335.2,"A","L",7,80,87,0.9195402299,"N","","sd_mean_diff","novel","familiar",20,NA,NA,NA,11.08,14.96,1.53,NA,2.07,NA,NA,NA,NA,NA,-2.737006533,-3.88
"VisStats","2- VisStats",2009,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. (2009). Abstract Rule Learning for Visual Sequences in 8-and 11-Month-Olds. Infancy, 14(1), 2–18. http://doi.org/10.1080/15250000802569611","R","","Y",NA,"2B","11 mo","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",333.1,"A","L",7,80,87,0.9195402299,"N","","sd_mean_diff","novel","familiar",20,NA,NA,NA,8.35,12.26,0.75,NA,1.95,NA,NA,NA,NA,NA,-6.66407357,-3.91
"VisStats","2- VisStats",2009,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. (2009). Abstract Rule Learning for Visual Sequences in 8-and 11-Month-Olds. Infancy, 14(1), 2–18. http://doi.org/10.1080/15250000802569611","R","","Y",NA,"3","8 mo","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",243.4,"A","L",5,80,85,0.9411764706,"N","","sd_mean_diff","novel","familiar",20,NA,NA,NA,17.43,18.07,3.37,NA,4.75,NA,NA,NA,NA,NA,-0.2059067132,-0.64
"VisStats","2- VisStats",2009,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. (2009). Abstract Rule Learning for Visual Sequences in 8-and 11-Month-Olds. Infancy, 14(1), 2–18. http://doi.org/10.1080/15250000802569611","R","","Y",NA,"3","11 mo","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",338,"A","L",7,80,87,0.9195402299,"N","","sd_mean_diff","novel","familiar",20,NA,NA,NA,10.82,10.91,1.5,NA,1.38,NA,NA,NA,NA,NA,-0.06297742034,-0.09
"VisStats","3 - VisStats",2009,"Marcovitch, S., & Lewkowicz, D. J. (2009). Sequence learning in infancy: the independent contributions of conditional probability and pair frequency information. Developmental Science, 12(6), 1020–1025. http://doi.org/10.1111/j.1467-7687.2009.00838.x","R","xp 1 ","Y",NA,"1","2.5 mo","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",79.1,"A","L",34,32,66,0.4848484848,"N","obtained from author","sd_mean_diff","novel","familiar",32,NA,NA,NA,14.345,16.507,17.32694457,3.063,20.04789146,3.544,NA,NA,NA,NA,-0.129602635,-2.162
"VisStats","3 - VisStats",2009,"Marcovitch, S., & Lewkowicz, D. J. (2009). Sequence learning in infancy: the independent contributions of conditional probability and pair frequency information. Developmental Science, 12(6), 1020–1025. http://doi.org/10.1111/j.1467-7687.2009.00838.x","R","","Y",NA,"1","4.5 mo","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",133,"A","L",36,33,69,0.4782608696,"N","obtained from author","sd_mean_diff","novel","familiar",33,NA,NA,NA,8.766,11.405,12.79314101,2.227,14.18906974,2.47,NA,NA,NA,NA,-0.213627123,-2.639
"VisStats","3 - VisStats",2009,"Marcovitch, S., & Lewkowicz, D. J. (2009). Sequence learning in infancy: the independent contributions of conditional probability and pair frequency information. Developmental Science, 12(6), 1020–1025. http://doi.org/10.1111/j.1467-7687.2009.00838.x","R","","Y",NA,"1","8.5 mo","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",258.3,"A","L",9,31,40,0.775,"N","obtained from author","sd_mean_diff","novel","familiar",31,NA,NA,NA,4.932,6.479,6.224760558,1.118,8.797067693,1.58,NA,NA,NA,NA,-0.2614857956,-1.547
"VisStats","1 - VisStats",2011,"Bulf, H., Johnson, S. P., & Valenza, E. (2011). Visual statistical learning in the newborn infant. Cognition, 121(1), 127–132. http://doi.org/10.1016/j.cognition.2011.06.010","R","xp 1","Y",NA,"1","high-demand condition","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",1.583333333,"A","H",9,48,57,0.8421052632,"N","± SD ?","sd_mean_diff","novel","familiar",24,NA,NA,NA,30.26,19.49,16.31,NA,8.56,NA,NA,NA,NA,NA,0.6786091294,10.77
"VisStats","1 - VisStats",2011,"Bulf, H., Johnson, S. P., & Valenza, E. (2011). Visual statistical learning in the newborn infant. Cognition, 121(1), 127–132. http://doi.org/10.1016/j.cognition.2011.06.010","R","","Y",NA,"1","low-demand condition","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",1.583333333,"A","H",9,48,57,0.8421052632,"N","± SD ?","sd_mean_diff","novel","familiar",24,NA,NA,NA,24.05,25.88,11.44,NA,9.69,NA,NA,NA,NA,NA,-0.1660153722,-1.83
"VisStats","5 - VisStats",2015,"Slone, L. K., & Johnson, S. P. (2015). Infants’ statistical learning: 2-and 5-month-olds’ segmentation of continuous visual sequences. Journal of Experimental Child Psychology, 133, 47–56. http://doi.org/10.1016/j.jecp.2015.01.007","R","xp 1","Y",NA,"1","2 mo","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",72.88,"A","H",10,20,30,0.6666666667,"Y","average of the three blocks","sd_mean_diff","novel","familiar",20,NA,NA,NA,12.01,13.41,10.12193438,2.263333333,12.62633051,2.823333333,NA,NA,NA,NA,-0.1481007527,-1.4
"VisStats","5 - VisStats",2015,"Slone, L. K., & Johnson, S. P. (2015). Infants’ statistical learning: 2-and 5-month-olds’ segmentation of continuous visual sequences. Journal of Experimental Child Psychology, 133, 47–56. http://doi.org/10.1016/j.jecp.2015.01.007","R","","Y",NA,"1","5 mo","","eye-tracking","habituation","LT","looking_time","within_two","","","typical",153.2,"A","H",11,20,31,0.6451612903,"Y","average of the three blocks","sd_mean_diff","novel","familiar",20,NA,NA,NA,7.653333333,5.113333333,6.469690015,1.446666667,3.085773809,0.69,NA,NA,NA,NA,0.405232308,2.54
"LTScram","0 - LTScram",1961,"Fantz, R. The origin of form perception. Scientific American, 1961, 204, 66-72.","OR","only xp p 70","Y",NA,"p70","scrambled 0.5 mo","0LTS0","eye-tracking","test_only","LT","looking_time","within_two","","","typical",15.22,"M","L",NA,49,NA,NA,"Y","note : repartition between condition is not given so assume equal number in groups ; no statistics","raw_mean_diff","face","scrambled",9,NA,NA,NA,36.92,32.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1
"LTScram","0 - LTScram",1961,"Fantz, R. The origin of form perception. Scientific American, 1961, 204, 66-72.","OR","","Y",NA,"p70","blank 0.5 mo","0LTS0","eye-tracking","test_only","LT","looking_time","within_two","","","typical",15.22,"M","L",NA,49,NA,NA,"Y","note : repartition between condition is not given so assume equal number in groups ; no statistics","raw_mean_diff","face","blank",9,NA,NA,NA,36.92,21.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.13
"LTScram","0 - LTScram",1961,"Fantz, R. The origin of form perception. Scientific American, 1961, 204, 66-72.","OR","","Y",NA,"p70","scrambled 1.5 mo","0LTS1","eye-tracking","test_only","LT","looking_time","within_two","","","typical",45.66,"M","L",NA,49,NA,NA,"Y","note : repartition between condition is not given so assume equal number in groups ; no statistics","raw_mean_diff","face","scrambled",8,NA,NA,NA,43.46,38.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62
"LTScram","0 - LTScram",1961,"Fantz, R. The origin of form perception. Scientific American, 1961, 204, 66-72.","OR","","Y",NA,"p70","blank 1.5 mo","0LTS1","eye-tracking","test_only","LT","looking_time","within_two","","","typical",45.66,"M","L",NA,49,NA,NA,"Y","note : repartition between condition is not given so assume equal number in groups ; no statistics","raw_mean_diff","face","blank",8,NA,NA,NA,43.46,23.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"LTScram","0 - LTScram",1961,"Fantz, R. The origin of form perception. Scientific American, 1961, 204, 66-72.","OR","","Y",NA,"p70","scrambled 2.5 mo","0LTS2","eye-tracking","test_only","LT","looking_time","within_two","","","typical",76.1,"M","L",NA,49,NA,NA,"Y","note : repartition between condition is not given so assume equal number in groups ; no statistics","raw_mean_diff","face","scrambled",8,NA,NA,NA,51.53,43.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.69
"LTScram","0 - LTScram",1961,"Fantz, R. The origin of form perception. Scientific American, 1961, 204, 66-72.","OR","","Y",NA,"p70","blank 2.5 mo","0LTS2","eye-tracking","test_only","LT","looking_time","within_two","","","typical",76.1,"M","L",NA,49,NA,NA,"Y","note : repartition between condition is not given so assume equal number in groups ; no statistics","raw_mean_diff","face","blank",8,NA,NA,NA,51.53,16.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
